record_point,rotation_different,animator_rotation,agent_rotation,reward
505, 3.752735, 2519777, 2628288, 0.8219397
506, 3.810046, 2597773, 2274824, 0.8130595
507, 5.425443, 2600162, 2533009, 0.8133703
508, 5.618184, 2602331, 2732122, 0.8147305
509, 6.425197, 2603506, 3352283, 0.8056213
510, 8.796616, 2598448, 3216625, 0.7893944
511, 10.41777, 2463226, 3002195, 0.7879288
512, 10.47433, 2469984, 2852679, 0.7934421
513, 7.828176, 2473075, 3055701, 0.7931988
514, 7.275898, 2604378, 2756289, 0.7884026
515, 8.18784, 2606713, 2914294, 0.7884428
516, 7.321548, 2610180, 3067657, 0.8100403
517, 6.877898, 2614723, 3077220, 0.8001342
518, 9.981664, 2488288, 3266045, 0.781848
519, 12.53814, 2487727, 3474308, 0.7730179
520, 13.45031, 2486327, 3127429, 0.7723378
521, 11.9759, 2606266, 3226979, 0.7786149
522, 10.71955, 2594583, 3028994, 0.7850149
523, 9.77184, 2581696, 2959119, 0.780216
524, 10.28177, 2565465, 2997415, 0.781566
525, 10.25888, 2552526, 3025401, 0.7953947
526, 8.546681, 2410790, 2955361, 0.8069844
527, 6.711966, 2273073, 3204435, 0.8084671
528, 6.80353, 2635549, 3439453, 0.8084602
529, 8.306866, 2608331, 3216799, 0.8054518
530, 8.520178, 2587536, 3221580, 0.8049324
531, 7.925601, 2572422, 3229884, 0.7989559
532, 9.225417, 2563953, 2858479, 0.7985958
533, 10.93146, 2558992, 2877971, 0.7959794
534, 10.29446, 2556499, 2879629, 0.7951093
535, 9.562645, 2557217, 3362749, 0.7887319
536, 10.92803, 2688469, 3440302, 0.7839202
537, 12.02499, 2691623, 3572602, 0.784287
538, 11.20512, 2564725, 2958167, 0.7801308
539, 12.23169, 2696256, 3088850, 0.7847117
540, 15.7903, 2566027, 3016957, 0.7791023
541, 17.90427, 2564449, 3053708, 0.7750356
542, 17.28807, 2562447, 2930623, 0.7730929
543, 15.25309, 2559167, 3006897, 0.778249
544, 14.16856, 2555262, 3506277, 0.7791111
545, 14.04658, 2550561, 3563629, 0.779991
546, 15.16931, 2542535, 3375772, 0.7790394
547, 13.39241, 2560185, 3395130, 0.777939
548, 12.18849, 2394218, 3078106, 0.7841172
549, 14.50669, 2255413, 2725250, 0.7738499
550, 16.02131, 2259279, 2522581, 0.7787418
551, 14.10747, 2394616, 3039133, 0.7870663
552, 11.68186, 2394249, 3287744, 0.7882052
553, 8.96053, 2401289, 3364173, 0.7923588
554, 8.250987, 2407247, 3376426, 0.8006057
555, 8.590352, 2425438, 3577203, 0.7967966
