record_point,rotation_different,animator_rotation,agent_rotation,reward
452, 22.94079, 28.10885, 29.21824, 0.7481084
453, 20.55601, 28.13207, 28.1281, 0.7541958
454, 18.74526, 28.16926, 27.0379, 0.7612386
455, 17.05198, 28.22846, 26.52252, 0.7628157
456, 16.26755, 28.31161, 26.22764, 0.7698947
457, 16.52869, 28.41625, 26.19222, 0.7716608
458, 18.04427, 28.53518, 26.63078, 0.7586391
459, 19.69089, 28.65585, 26.92966, 0.7537588
460, 23.27979, 28.77239, 27.57565, 0.7479244
461, 28.75044, 28.88415, 29.06371, 0.7344256
462, 27.32543, 28.96446, 28.69574, 0.741431
463, 24.04786, 29.03758, 27.5038, 0.7448844
464, 22.09932, 29.08919, 27.89808, 0.7503916
465, 18.70962, 29.13707, 28.17892, 0.757093
466, 18.33975, 29.18222, 27.02949, 0.7644944
467, 18.61025, 29.22241, 27.27246, 0.7652382
468, 19.82458, 29.26285, 27.85628, 0.7607578
469, 22.57812, 29.2959, 28.76582, 0.745804
470, 23.64387, 29.29964, 27.50986, 0.7516224
471, 21.58145, 29.29934, 26.90255, 0.7600349
472, 19.6207, 29.282, 26.92001, 0.7587819
473, 18.03453, 29.26292, 27.12532, 0.7641194
474, 17.91606, 29.24146, 27.78116, 0.7719929
475, 17.67122, 29.21404, 27.42803, 0.7751809
476, 17.16529, 29.18359, 27.00975, 0.7766806
477, 17.52803, 29.14449, 27.08303, 0.7705732
478, 18.68039, 29.10561, 27.07635, 0.7690516
479, 20.02736, 29.05588, 27.7208, 0.7674252
480, 20.29753, 29.00894, 27.29878, 0.7676891
481, 19.65049, 28.96868, 27.03941, 0.7682076
482, 18.47344, 28.92451, 26.88537, 0.7736378
483, 16.68696, 28.89829, 26.88912, 0.7761797
484, 16.21232, 28.87191, 26.81902, 0.7763351
485, 15.53353, 28.85014, 26.32806, 0.7825922
486, 15.12652, 28.83023, 26.5628, 0.7839001
487, 14.90721, 28.80859, 27.05073, 0.7763318
488, 16.10893, 28.78654, 26.91229, 0.774097
489, 17.8193, 28.7642, 27.44203, 0.7738253
490, 17.75423, 28.74224, 27.47709, 0.77693
491, 16.1927, 28.71793, 27.16105, 0.7819226
492, 14.56813, 28.69032, 26.68538, 0.7844957
493, 13.18344, 28.6619, 26.55292, 0.7841757
494, 13.43065, 28.63136, 26.87826, 0.7854989
495, 14.46772, 28.59896, 27.03446, 0.7846199
496, 14.62491, 28.56507, 26.98581, 0.7872074
497, 15.14301, 28.53644, 26.82397, 0.7833261
498, 15.11476, 28.51275, 26.36974, 0.7806938
499, 15.1274, 28.50408, 26.38606, 0.7807699
500, 16.24482, 28.49636, 27.10605, 0.7720704
501, 15.80738, 28.48935, 27.73293, 0.7805917
502, 14.75922, 28.4899, 27.52592, 0.7805917
503, 0, 25.01035, 25.0104, 0.7805917
504, 2.85901, 25.01035, 24.31206, 0.7737944
505, 3.580755, 25.00096, 23.62378, 0.8243557
506, 4.404428, 24.99641, 24.41822, 0.8150761
507, 6.348133, 24.99776, 25.15606, 0.8045308
508, 6.663667, 25.01127, 25.58787, 0.8109853
509, 7.457051, 25.03595, 24.32195, 0.7993759
510, 9.001338, 25.06079, 25.07745, 0.795971
511, 9.743628, 25.08832, 25.35146, 0.7942547
512, 9.640928, 25.12004, 25.66687, 0.7903923
513, 9.159532, 25.15739, 25.64798, 0.8032465
514, 7.951462, 25.2004, 25.2085, 0.8046132
